Date,MACD,rsi,D1,D10,D20,FADiff,SADiff,fut,S1,S3,S4,S5,S6,S7,Sum,d11,d12,d13,d14,d15,d16,d17,d18,d19,d110
2018-01-02 11:00:00,-0.0251567127880889,51.64443858992465,0.074687499999996,0.184062499999996,-0.0093750000000056,0.0455208333333416,0.0860069444444349,0.0878124999999983,0,0,0,0,1,0,1,,,,,,,,,,
2018-01-02 13:00:00,-0.0123813461098336,57.36337462672172,0.0878124999999983,0.2071874999999892,0.1124999999999971,0.1137847222222205,0.1606944444444309,-0.0115624999999965,0,0,0,0,1,0,1,0.074687499999996,,,,,,,,,
2018-01-02 15:00:00,-0.0031534224033862,56.41722329611985,-0.0115624999999965,0.1643749999999926,0.1728125000000062,0.0931944444444354,0.1366319444444457,0.0806249999999977,0,0,0,0,0,0,0,0.0878124999999983,0.074687499999996,,,,,,,,
2018-01-03 05:00:00,0.0105439927216508,61.22043285092386,0.0806249999999977,0.1618749999999948,0.3053124999999994,0.1470833333333274,0.2050347222222228,-0.0787499999999994,0,0,0,0,1,0,1,-0.0115624999999965,0.0878124999999983,0.074687499999996,,,,,,,
2018-01-03 07:00:00,0.0148733750250755,54.86063926388954,-0.0787499999999994,0.1618750000000091,0.2268750000000068,0.0518055555555605,0.1163194444444428,0.0021874999999909,0,0,0,0,-1,0,-1,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996,,,,,,
2018-01-03 09:00:00,0.0182703454904213,55.00048095883818,0.0021874999999909,0.1509374999999977,0.1434374999999903,0.0352430555555542,0.1056770833333189,-0.0515624999999886,0,0,0,0,0,0,0,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996,,,,,
2018-01-03 11:00:00,0.0166103326585442,50.99051007855364,-0.0515624999999886,0.1171875,0.1299999999999954,-0.0188541666666566,0.045017361111121,0.03125,0,0,0,0,0,0,0,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996,,,,
2018-01-03 13:00:00,0.0176133387571155,53.216720117411626,0.03125,0.0540625000000005,0.2106249999999931,0.0051736111111182,0.0680555555555599,-0.1162500000000079,0,0,0,0,0,0,0,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996,,,
2018-01-03 15:00:00,0.0089249436633167,45.02352860708892,-0.1162500000000079,-0.0512500000000102,0.0787499999999852,-0.1131250000000108,-0.0552951388888942,0.0387500000000073,0,0,-1,0,-1,0,-2,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996,,
2018-01-04 05:00:00,0.005107255841537,47.90280132412292,0.0387500000000073,0.0571874999999977,0.0703125,-0.072430555555556,-0.0222048611111063,-0.0628124999999926,0,0,0,0,0,0,0,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996,
2018-01-04 07:00:00,-0.0029526962221666,43.89014460426436,-0.0628124999999926,-0.0803124999999909,0.1037500000000051,-0.1165625000000005,-0.0854513888888846,-0.0643750000000125,0,0,-1,0,-1,0,-2,0.0387500000000073,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983,0.074687499999996
2018-01-04 09:00:00,-0.0143691521555808,40.175727329344326,-0.0643750000000125,-0.2325000000000017,-0.0253125000000125,-0.156388888888884,-0.1420659722222268,0.0356250000000102,0,0,-1,0,-1,-1,-3,-0.0628124999999926,0.0387500000000073,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965,0.0878124999999983
2018-01-04 11:00:00,-0.0203080375489435,43.04818452625565,0.0356250000000102,-0.1853124999999948,-0.0209375000000022,-0.0912152777777777,-0.1050347222222143,-0.0318750000000136,0,0,-1,0,0,-1,-2,-0.0643750000000125,-0.0628124999999926,0.0387500000000073,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977,-0.0115624999999965
2018-01-04 13:00:00,-0.0272723148508617,41.14461331744731,-0.0318750000000136,-0.2978125000000062,-0.1359375000000113,-0.0987500000000096,-0.1330034722222279,-0.0381249999999937,0,0,-1,0,0,-1,-2,0.0356250000000102,-0.0643750000000125,-0.0628124999999926,0.0387500000000073,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994,0.0806249999999977
2018-01-04 15:00:00,-0.0354591723967985,38.92736836949901,-0.0381249999999937,-0.2571875000000005,-0.0953124999999914,-0.1080555555555662,-0.1660937500000017,-0.0178125000000051,0,0,-1,0,0,-1,-2,-0.0318750000000136,0.0356250000000102,-0.0643750000000125,-0.0628124999999926,0.0387500000000073,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909,-0.0787499999999994
2018-01-05 05:00:00,-0.042890224065033,37.89973874983399,-0.0178125000000051,-0.2771874999999966,-0.1262499999999988,-0.1007986111111165,-0.1726388888888976,0.0471875000000068,0,0,-1,0,0,-1,-2,-0.0381249999999937,-0.0318750000000136,0.0356250000000102,-0.0643750000000125,-0.0628124999999926,0.0387500000000073,-0.1162500000000079,0.03125,-0.0515624999999886,0.0021874999999909
