Date,MACD,rsi,D1,D10,D20,FADiff,SADiff,fut,Sum,time,d11,d12,d13,d14,d15,d16,d17,d18,d19,d110
2018-01-02 11:00:00,-0.0212881645654761,54.26116546678545,0.086874999999992,0.0931250000000147,-0.0250000000000056,0.0715972222222092,0.0754861111111182,0.0850000000000079,1,11,,,,,,,,,,
2018-01-02 13:00:00,-0.008125130552429,61.63016640446633,0.0850000000000079,0.1737500000000125,0.1000000000000085,0.1379861111111182,0.1509027777777873,-0.063750000000013,1,13,0.086874999999992,,,,,,,,,
2018-01-02 15:00:00,-0.0028050881712289,54.5338116504638,-0.063750000000013,0.1037499999999909,0.0893749999999897,0.0672916666666623,0.0795138888888828,0.0362499999999954,-1,15,0.0850000000000079,0.086874999999992,,,,,,,,
2018-01-03 05:00:00,0.004286740910004,57.52850289584759,0.0362499999999954,0.0987499999999812,0.144999999999996,0.0844444444444292,0.1095486111110943,-0.0574999999999903,0,5,-0.063750000000013,0.0850000000000079,0.086874999999992,,,,,,,
2018-01-03 07:00:00,0.0052072709205504,51.71034553510201,-0.0574999999999903,0.1143749999999954,0.1162500000000079,0.0140277777777839,0.0493055555555486,-0.0081250000000068,-1,7,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992,,,,,,
2018-01-03 09:00:00,0.0052209936248601,50.92657831315079,-0.0081250000000068,0.1081250000000011,0.0462500000000005,-0.0055555555555741,0.0380902777777691,-0.0531249999999943,0,9,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992,,,,,
2018-01-03 11:00:00,0.0009343547906439,46.01552861291253,-0.0531249999999943,0.0499999999999971,-0.0118749999999892,-0.0574999999999903,-0.0176041666666719,0.0062499999999943,-1,11,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992,,,,
2018-01-03 13:00:00,-0.0019361953477243,46.66714266490641,0.0062499999999943,-0.0043750000000102,0.008749999999992,-0.0497222222222291,-0.0112847222222285,0.0050000000000096,0,13,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992,,,
2018-01-03 15:00:00,-0.0037642765633023,47.21604888790043,0.0050000000000096,-0.0087500000000062,0.0575000000000045,-0.0488194444444474,-0.0086805555555571,0.0524999999999948,0,15,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992,,
2018-01-04 05:00:00,-0.0009656019992689,52.718640031412754,0.0524999999999948,0.0893749999999897,0.0562500000000056,0.0034027777777794,0.0387500000000073,-0.0256250000000051,1,5,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992,
2018-01-04 07:00:00,-0.0008060637853049,49.97990492670072,-0.0256250000000051,-0.0231250000000073,0.0700000000000073,-0.0102083333333382,0.0098263888888823,0.0243750000000062,0,7,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079,0.086874999999992
2018-01-04 09:00:00,0.001272560898414,52.50732757013793,0.0243750000000062,-0.0837500000000091,0.0900000000000034,0.0163888888888834,0.0318402777777748,-0.0100000000000051,0,9,-0.0256250000000051,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013,0.0850000000000079
2018-01-04 11:00:00,0.0020888900848206,51.360746556376256,-0.0100000000000051,-0.0300000000000011,0.0737499999999897,0.0137499999999874,0.0159722222222171,-0.0637499999999988,0,11,0.0243750000000062,-0.0256250000000051,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954,-0.063750000000013
2018-01-04 13:00:00,-0.0023808108669811,44.66475818595267,-0.0637499999999988,-0.1299999999999954,-0.0312500000000142,-0.0419444444444394,-0.0502083333333445,0.0049999999999954,-2,13,-0.0100000000000051,0.0243750000000062,-0.0256250000000051,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903,0.0362499999999954
2018-01-04 15:00:00,-0.0054567211754488,45.267461325968505,0.0049999999999954,-0.0675000000000096,0.0468749999999857,-0.0303472222222325,-0.0476388888888976,0.0362500000000096,0,15,-0.0637499999999988,-0.0100000000000051,0.0243750000000062,-0.0256250000000051,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068,-0.0574999999999903
2018-01-05 05:00:00,-0.0049126996658372,49.557133375028585,0.0362500000000096,-0.0231249999999931,0.0850000000000079,0.0025694444444468,-0.0124652777777782,0.0068749999999937,0,5,0.0049999999999954,-0.0637499999999988,-0.0100000000000051,0.0243750000000062,-0.0256250000000051,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943,-0.0081250000000068
2018-01-05 07:00:00,-0.0038820537575645,50.35188358264215,0.0068749999999937,0.0368749999999948,0.086874999999992,0.0060416666666611,-0.0065277777777907,-0.0137500000000017,0,7,0.0362500000000096,0.0049999999999954,-0.0637499999999988,-0.0100000000000051,0.0243750000000062,-0.0256250000000051,0.0524999999999948,0.0050000000000096,0.0062499999999943,-0.0531249999999943
