Date,MACD,rsi,D1,D10,D20,FADiff,SADiff,fut,Sum,time,d11,d12,d13,d14,d15,d16,d17,d18,d19,d110
2018-01-02 11:00:00,-0.0183286028593272,51.50760271947088,0.0337499999999977,0.1853124999999806,0.0140624999999943,0.0414930555555486,0.0689930555555378,0.0240625000000136,0,11,,,,,,,,,,
2018-01-02 13:00:00,-0.0118837707324956,53.26553079252293,0.0240625000000136,0.1428125000000051,0.0159375000000068,0.0557291666666657,0.088333333333324,-0.0137500000000017,0,13,0.0337499999999977,,,,,,,,,
2018-01-02 15:00:00,-0.0077958393427337,52.10317713063634,-0.0137500000000017,0.074687499999996,0.0893750000000039,0.0368749999999948,0.0685763888888999,0.0728124999999977,0,15,0.0240625000000136,0.0337499999999977,,,,,,,,
2018-01-03 05:00:00,0.0013042019380549,57.40405951785786,0.0728124999999977,0.1187499999999914,0.1440625000000039,0.0873263888888971,0.1352083333333382,-0.0437500000000028,1,5,-0.0137500000000017,0.0240625000000136,0.0337499999999977,,,,,,,
2018-01-03 07:00:00,0.0049289727199948,53.567848702095375,-0.0437500000000028,0.1574999999999988,0.137187499999996,0.0288541666666759,0.0853993055555548,-0.0074999999999931,0,7,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977,,,,,,
2018-01-03 09:00:00,0.007114431620721,52.91500890319919,-0.0074999999999931,0.125,0.0600000000000022,0.0065625000000153,0.0714583333333536,-0.0306250000000005,0,9,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977,,,,,
2018-01-03 11:00:00,0.0063025896583752,50.223423010746295,-0.0306250000000005,0.1025000000000062,0.0709374999999994,-0.0185763888888743,0.0337152777777873,0.0428124999999965,0,11,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977,,,,
2018-01-03 13:00:00,0.0090099489225394,53.76411175215027,0.0428124999999965,-0.0065625000000011,0.1281249999999971,0.0218055555555594,0.0686979166666503,-0.0925000000000011,0,13,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977,,,
2018-01-03 15:00:00,0.0036495044836755,46.12934403795055,-0.0925000000000011,-0.0706249999999926,0.0784374999999926,-0.0690625000000011,-0.0314062499999892,-0.0118749999999892,-1,15,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977,,
2018-01-04 05:00:00,-0.0015391571648279,45.24113855835767,-0.0118749999999892,-0.0265624999999829,0.0365625000000022,-0.0742361111111051,-0.0465277777777544,-0.0721875000000125,0,5,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977,
2018-01-04 07:00:00,-0.0113453546710502,40.17678086520043,-0.0721875000000125,-0.1324999999999931,0.0528124999999874,-0.1290277777777646,-0.1149305555555599,-0.0528124999999874,-2,7,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136,0.0337499999999977
2018-01-04 09:00:00,-0.0231119441169767,36.920527761495535,-0.0528124999999874,-0.2093749999999943,-0.0665624999999892,-0.1601041666666702,-0.1594270833333126,0.0046874999999886,-2,9,-0.0721875000000125,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017,0.0240625000000136
2018-01-04 11:00:00,-0.0316934663995027,37.40544631750931,0.0046874999999886,-0.1909375000000039,-0.1162500000000079,-0.1261111111111148,-0.1512673611111239,0.0453124999999943,-2,11,-0.0528124999999874,-0.0721875000000125,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977,-0.0137500000000017
2018-01-04 13:00:00,-0.034441029824265,42.043584625785805,0.0453124999999943,-0.2184375000000074,-0.0996875000000159,-0.0613888888888851,-0.103611111111121,0.004687500000017,-1,13,0.0046874999999886,-0.0528124999999874,-0.0721875000000125,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028,0.0728124999999977
2018-01-04 15:00:00,-0.0358272572388358,42.518095573121286,0.004687500000017,-0.1699999999999875,-0.0124999999999886,-0.0386458333333195,-0.0972916666666492,-0.0,-2,15,0.0453124999999943,0.0046874999999886,-0.0528124999999874,-0.0721875000000125,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931,-0.0437500000000028
2018-01-05 05:00:00,-0.036505045016753,42.518095573121286,0.0,-0.1624999999999943,-0.0374999999999943,-0.0239930555555361,-0.0872222222222234,0.0293749999999874,-2,5,0.004687500000017,0.0453124999999943,0.0046874999999886,-0.0528124999999874,-0.0721875000000125,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005,-0.0074999999999931
2018-01-05 07:00:00,-0.0342767585747623,45.74643340160273,0.0293749999999874,-0.1025000000000062,0.0,0.0215277777777913,-0.0509895833333331,0.0706250000000068,-1,7,0.0,0.004687500000017,0.0453124999999943,0.0046874999999886,-0.0528124999999874,-0.0721875000000125,-0.0118749999999892,-0.0925000000000011,0.0428124999999965,-0.0306250000000005
