Date,MACD,rsi,D1,D10,D20,FADiff,SADiff,fut,Sum,time,d11,d12,d13,d14,d15,d16,d17,d18,d19,d110
2018-01-02 11:00:00,-0.0019960915947336,48.17596877072406,-0.004374999999996,0.0450000000000017,0.0049999999999954,-0.0109722222222217,0.007152777777776,-0.0006249999999994,0,11,,,,,,,,,,
2018-01-02 13:00:00,-0.0022077375453193,48.00532907546295,-0.0006249999999994,0.0162499999999994,0.0037499999999965,-0.0121527777777856,0.0047569444444377,0.0293750000000017,0,13,-0.004374999999996,,,,,,,,,
2018-01-02 15:00:00,-5.092776746096206e-06,55.90982182440303,0.0293750000000017,0.0343749999999971,0.0406250000000056,0.0158333333333331,0.0314930555555434,0.019999999999996,1,15,-0.0006249999999994,-0.004374999999996,,,,,,,,
2018-01-03 05:00:00,0.003316125691839,60.33159731846541,0.019999999999996,0.0324999999999988,0.0812499999999971,0.0321527777777674,0.0485069444444405,-0.0106249999999903,0,5,0.0293750000000017,-0.0006249999999994,-0.004374999999996,,,,,,,
2018-01-03 07:00:00,0.0050328509798447,57.05778791791385,-0.0106249999999903,0.0225000000000079,0.0568750000000051,0.0194444444444457,0.0341319444444536,0.0056249999999948,0,7,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996,,,,,,
2018-01-03 09:00:00,0.0067692271914694,58.3464494534152,0.0056249999999948,0.0243750000000062,0.0487499999999982,0.0211111111111108,0.0346527777777794,0.0056249999999948,0,9,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996,,,,,
2018-01-03 11:00:00,0.0085012116627751,59.650450170905685,0.0056249999999948,0.0412499999999909,0.0787499999999994,0.0239583333333399,0.0368402777777561,0.0112500000000039,0,11,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996,,,,
2018-01-03 13:00:00,0.0106587355458458,62.1992784264538,0.0112500000000039,0.0362499999999954,0.1087500000000005,0.0302777777777691,0.0436458333333433,-0.0625,1,13,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996,,,
2018-01-03 15:00:00,0.0072418812030008,45.1395736801435,-0.0625,-0.0181249999999977,0.0106250000000045,-0.0315277777777822,-0.021250000000009,-0.0031249999999971,-2,15,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996,,
2018-01-04 05:00:00,0.004233042259699,44.48262527554997,-0.0031249999999971,-0.0093749999999914,0.0143750000000011,-0.0340972222222148,-0.0250347222222302,-0.0187499999999971,-1,5,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996,
2018-01-04 07:00:00,0.0003317235177036,40.659071523171065,-0.0187499999999971,-0.0237499999999926,0.021250000000009,-0.0502777777777652,-0.042777777777772,-0.0418750000000045,-1,7,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994,-0.004374999999996
2018-01-04 09:00:00,-0.0060691014057141,33.69344163004048,-0.0418750000000045,-0.0649999999999977,-0.0487499999999982,-0.0816666666666776,-0.0801041666666719,0.0224999999999937,-3,9,-0.0187499999999971,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017,-0.0006249999999994
2018-01-04 11:00:00,-0.0092199573838342,39.67372582790585,0.0224999999999937,-0.0718750000000056,-0.0375000000000085,-0.0489583333333314,-0.054340277777797,0.0162499999999994,-1,11,-0.0418750000000045,-0.0187499999999971,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996,0.0293750000000017
2018-01-04 13:00:00,-0.0102872097041881,43.62814917265136,0.0162499999999994,-0.0756250000000022,-0.0431250000000034,-0.0254861111111068,-0.0355208333333365,-0.024374999999992,-1,13,0.0224999999999937,-0.0418750000000045,-0.0187499999999971,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903,0.019999999999996
2018-01-04 15:00:00,-0.0129505873374711,39.45073358033782,-0.024374999999992,-0.0893750000000039,-0.066874999999996,-0.0393055555555577,-0.0565972222222228,-0.03125,-4,15,0.0162499999999994,0.0224999999999937,-0.0418750000000045,-0.0187499999999971,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948,-0.0106249999999903
2018-01-05 05:00:00,-0.0173825716673974,34.84431962220634,-0.03125,-0.1262499999999988,-0.1018749999999926,-0.0559027777777743,-0.0819097222222211,0.0231249999999931,-4,5,-0.024374999999992,0.0162499999999994,0.0224999999999937,-0.0418750000000045,-0.0187499999999971,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948,0.0056249999999948
2018-01-05 07:00:00,-0.0188121027330936,40.39103480499559,0.0231249999999931,-0.1087500000000005,-0.0675000000000096,-0.0194444444444457,-0.0545833333333405,0.0181250000000119,-2,7,-0.03125,-0.024374999999992,0.0162499999999994,0.0224999999999937,-0.0418750000000045,-0.0187499999999971,-0.0031249999999971,-0.0625,0.0112500000000039,0.0056249999999948
