Date,MACD,rsi,D1,D10,D20,FADiff,SADiff,fut,S1,S3,S4,S5,S6,S7,Sum,d11,d12,d13,d14,d15,d16,d17,d18,d19,d110
2018-01-02 11:00:00,-0.0017074918474691,35.4584985187805,-0.0391000000000048,-0.0313000000000016,-0.0078000000000031,-0.0451555555555529,-0.0447277777777657,-0.0233999999999952,0,0,0,0,-1,0,-2,,,,,,,,,,
2018-01-02 13:00:00,-0.0065262738729927,30.36119077566944,-0.0233999999999952,-0.0702999999999889,-0.0467999999999904,-0.0598777777777854,-0.0646555555555465,0.015599999999992,0,0,0,0,-1,0,-2,-0.0391000000000048,,,,,,,,,
2018-01-02 15:00:00,-0.0089828549599673,36.8760917244114,0.015599999999992,-0.0625,-0.0311999999999983,-0.0381999999999891,-0.0451500000000066,-0.0078000000000031,-1,0,0,0,1,0,-1,-0.0233999999999952,-0.0391000000000048,,,,,,,,
2018-01-03 05:00:00,-0.0114273802564781,35.107564029891535,-0.0078000000000031,-0.0625,-0.054700000000011,-0.0381888888888823,-0.0499111111111147,0.0234000000000094,-1,0,0,0,0,0,-2,0.015599999999992,-0.0233999999999952,-0.0391000000000048,,,,,,,
2018-01-03 07:00:00,-0.0113457134060865,43.81331649811112,0.0234000000000094,-0.0468999999999937,-0.0546999999999968,-0.0078444444444301,-0.0243388888888773,-0.0078000000000031,-1,0,0,0,1,0,0,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048,,,,,,
2018-01-03 09:00:00,-0.0117746557494484,41.800265814133,-0.0078000000000031,-0.0703000000000031,-0.0391000000000048,-0.0095666666666716,-0.0295333333333331,-0.0078000000000031,-1,0,0,0,0,0,-2,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048,,,,,
2018-01-03 11:00:00,-0.0125987597990899,39.829486602576985,-0.0078000000000031,-0.0625,-0.0546999999999968,-0.0112888888888988,-0.0342944444444413,0.0156000000000062,-1,0,0,0,0,0,-2,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048,,,,
2018-01-03 13:00:00,-0.0118564053103682,45.376429472068985,0.0156000000000062,-0.0390999999999905,-0.0390999999999905,0.0077888888888963,-0.0169555555555405,-0.0390000000000014,-1,0,0,0,1,0,0,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048,,,
2018-01-03 15:00:00,-0.0142507839267693,36.353610939312,-0.0390000000000014,-0.0703000000000031,-0.078099999999992,-0.0234000000000094,-0.0524833333333418,-0.0391000000000048,-1,0,-1,0,-1,0,-4,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048,,
2018-01-04 05:00:00,-0.0190834078122605,29.92834096940821,-0.0391000000000048,-0.1094000000000079,-0.1094000000000079,-0.0546888888888901,-0.0850722222222373,-0.0078000000000031,-1,-1,-1,0,-1,-1,-6,-0.0390000000000014,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048,
2018-01-04 07:00:00,-0.0232743990864889,28.833517787211434,-0.0078000000000031,-0.0781000000000062,-0.1094000000000079,-0.0564111111111031,-0.0854944444444498,-0.0313000000000016,-1,-1,-1,0,0,-1,-5,-0.0391000000000048,-0.0390000000000014,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952,-0.0391000000000048
2018-01-04 09:00:00,-0.0287895700382421,24.89754344441755,-0.0313000000000016,-0.0860000000000127,-0.1563000000000016,-0.0764222222222201,-0.1081111111111141,0.0157000000000095,-1,-1,-1,0,-1,-1,-6,-0.0078000000000031,-0.0391000000000048,-0.0390000000000014,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992,-0.0233999999999952
2018-01-04 11:00:00,-0.0315300650000125,30.055173889127914,0.0157000000000095,-0.0858999999999952,-0.1483999999999952,-0.0520444444444478,-0.0841666666666611,0.0311999999999983,-1,0,-1,0,1,-1,-3,-0.0313000000000016,-0.0078000000000031,-0.0391000000000048,-0.0390000000000014,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031,0.015599999999992
2018-01-04 13:00:00,-0.0308289705683506,39.01786318036503,0.0311999999999983,-0.0468999999999937,-0.1093999999999937,-0.0130333333333396,-0.0455888888888864,-0.0078000000000031,-1,0,0,0,1,-1,-1,0.0157000000000095,-0.0313000000000016,-0.0078000000000031,-0.0391000000000048,-0.0390000000000014,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094,-0.0078000000000031
2018-01-04 15:00:00,-0.0305505749815182,37.71667289107798,-0.0078000000000031,-0.0781000000000062,-0.125,-0.0130222222222187,-0.0464444444444467,-0.0,-1,0,0,0,0,-1,-2,0.0311999999999983,0.0157000000000095,-0.0313000000000016,-0.0078000000000031,-0.0391000000000048,-0.0390000000000014,0.0156000000000062,-0.0078000000000031,-0.0078000000000031,0.0234000000000094
