date,year,close,target
43088.25,2017,30.5203125,-0.0015625
43088.33333,2017,30.5125,-0.0078125
43088.41667,2017,30.5609375,0.0171875
43088.5,2017,30.5640625,0.00625
43088.58333,2017,30.6109375,0.025
43088.66667,2017,30.58125,0.0078125
43089.25,2017,30.5546875,-0.009375
43089.33333,2017,30.6078125,-0.0046875
43089.41667,2017,30.58125,-0.015625
43089.5,2017,30.5890625,0.015625
43089.58333,2017,30.6203125,-0.0046875
43089.66667,2017,30.6171875,0.00625
43090.25,2017,30.6234375,-0.0109375
43090.33333,2017,30.6265625,0.0203125
43090.41667,2017,30.584375,-0.04375
43090.5,2017,30.603125,0.0109375
43090.58333,2017,30.5390625,-0.00625
43090.66667,2017,30.5234375,-0.015625
43091.25,2017,30.5453125,0.021875
43091.33333,2017,30.528125,0
43091.41667,2017,30.5125,-0.015625
43091.5,2017,30.5296875,0.0046875
43091.58333,2017,30.5125,-0.0171875
43091.66667,2017,30.5109375,0
43095.33333,2017,30.525,0.0046875
43095.41667,2017,30.51875,0.003125
43095.5,2017,30.490625,-0.003125
43095.58333,2017,30.5015625,-0.0015625
43095.66667,2017,30.528125,0.015625
43096.25,2017,30.4875,-0.015625
43096.33333,2017,30.5125,0.0265625
43096.41667,2017,30.4875,-0.0125
43096.5,2017,30.4515625,-0.00625
43096.58333,2017,30.4390625,0.003125
43096.66667,2017,30.4546875,0.009375
43097.25,2017,30.4609375,-0.00625
43097.33333,2017,30.4515625,-0.03125
43097.41667,2017,30.46875,0.0203125
43097.5,2017,30.4265625,-0.0171875
43097.58333,2017,30.446875,-0.015625
43097.66667,2017,30.4296875,-0.0203125
43098.25,2017,30.4625,-0.00625
43098.33333,2017,30.465625,-0.025
43098.41667,2017,30.4796875,0.0046875
43098.5,2017,30.471875,0.0109375
43098.58333,2017,30.4671875,0.0203125
43098.66667,2017,30.475,-0.0046875
43102.25,2018,30.4859375,0
43102.33333,2018,30.503125,0.0265625
43102.41667,2018,30.4921875,0.0375
43102.5,2018,30.5140625,-0.0109375
43102.58333,2018,30.509375,-0.0359375
43102.66667,2018,30.534375,0.0109375
43103.25,2018,30.53125,-0.003125
43103.33333,2018,30.51875,-0.0109375
43103.41667,2018,30.5328125,0.0265625
43103.5,2018,30.546875,0.003125
43103.58333,2018,30.54375,0.0109375
43103.66667,2018,30.496875,-0.0109375
43104.25,2018,30.5109375,-0.00625
43104.33333,2018,30.4828125,-0.0015625
43104.41667,2018,30.453125,-0.003125
43104.5,2018,30.46875,0.009375
43104.58333,2018,30.459375,-0.0109375
43104.66667,2018,30.4328125,-0.0109375
43105.25,2018,30.4296875,0.021875
43105.33333,2018,30.4453125,0.0265625
43105.41667,2018,30.44375,0.00625
43105.5,2018,30.4390625,-0.0109375
43105.58333,2018,30.4625,0.021875
43105.66667,2018,30.4390625,-0.0109375
43108.25,2018,30.4328125,0.0046875
43108.33333,2018,30.4375,0.0015625
43108.41667,2018,30.4421875,0.0125
43108.5,2018,30.44375,-0.0203125
43108.58333,2018,30.440625,-0.00625
43108.66667,2018,30.43125,-0.0171875
43109.25,2018,30.4578125,-0.0375
43109.33333,2018,30.4875,0.00625
43109.41667,2018,30.515625,0.0328125
43109.5,2018,30.5375,0.0078125
43109.58333,2018,30.55,0.03125
43109.66667,2018,30.5140625,0.00625
43110.25,2018,30.553125,-0.0046875
43110.33333,2018,30.5875,-0.0125
43110.41667,2018,30.590625,0.0046875
43110.5,2018,30.5828125,-0.0171875
43110.58333,2018,30.5234375,-0.034375
43110.66667,2018,30.5515625,0.028125
43111.25,2018,30.5421875,0.0171875
43111.33333,2018,30.55,0.00625
43111.41667,2018,30.5421875,-0.01875
43111.5,2018,30.5609375,-0.0015625
43111.58333,2018,30.521875,0.0046875
43111.66667,2018,30.490625,-0.0359375
43112.25,2018,30.4859375,0.0203125
43112.33333,2018,30.4703125,0.009375
43112.41667,2018,30.4390625,0.0078125
43112.5,2018,30.4359375,0
43112.58333,2018,30.446875,-0.0015625
43112.66667,2018,30.446875,0.021875
43115.25,2018,30.415625,-0.021875
43115.33333,2018,30.4265625,0
43115.41667,2018,30.409375,-0.01875
43115.5,2018,30.425,0
43116.25,2018,30.4046875,-0.0046875
43116.33333,2018,30.434375,-0.003125
43116.41667,2018,30.409375,-0.0078125
43116.5,2018,30.403125,-0.0109375
43116.58333,2018,30.4203125,0
43116.66667,2018,30.390625,0.0046875
43117.25,2018,30.3625,0.0140625
43117.33333,2018,30.3609375,-0.0125
43117.41667,2018,30.3421875,-0.0296875
43117.5,2018,30.3578125,0.0203125
43117.58333,2018,30.334375,-0.009375
43117.66667,2018,30.3546875,0
43118.25,2018,30.403125,0.0140625
43118.33333,2018,30.3890625,-0.0140625
43118.41667,2018,30.39375,-0.0125
43118.5,2018,30.409375,-0.0078125
43118.58333,2018,30.4265625,-0.0046875
43118.66667,2018,30.440625,-0.0171875
43119.25,2018,30.4796875,0.0125
43119.33333,2018,30.4796875,0.003125
43119.41667,2018,30.4734375,0.025
43119.5,2018,30.465625,-0.0265625
43119.58333,2018,30.465625,-0.00625
43119.66667,2018,30.453125,0.0140625
43122.25,2018,30.45625,0.009375
43122.33333,2018,30.459375,0.0078125
43122.41667,2018,30.471875,0.034375
43122.5,2018,30.459375,-0.0125
43122.58333,2018,30.45,0
43122.66667,2018,30.4703125,0.0046875
43123.25,2018,30.428125,0.0015625
43123.33333,2018,30.4578125,0.003125
43123.41667,2018,30.45,0.003125
43123.5,2018,30.4453125,0.015625
43123.58333,2018,30.4859375,0.003125
43123.66667,2018,30.48125,0.0140625
43124.25,2018,30.4859375,0.003125
43124.33333,2018,30.515625,0.0140625
43124.41667,2018,30.5203125,-0.0078125
43124.5,2018,30.5203125,-0.021875
43124.58333,2018,30.5328125,-0.003125
43124.66667,2018,30.496875,0.0046875
43125.25,2018,30.503125,0.0125
43125.33333,2018,30.4921875,0.015625
43125.41667,2018,30.44375,0.0046875
